Reference, Area, 1999/00-2001/02,2000/01-2002/03,2001/02-2003/04,2002/03-2004/05,2003/04-2005/06,2004/05-2006/07,2005/06-2007/08,2006/07-2008/09,2007/08-2009/10,2008/09-2010/11,2009/10-2011/12,2010/11-2012/13,2011/12-2013/14,2012/13-2014/15,2013/14-2015/16,2014/15-2016/17,2015/16-2017/18,2016/17-2018/19
http://statistics.gov.scot/id/statistical-geography/S01010193,Robroyston and Millerston - 08,"","","","","","","","","","","","",0,0,14.29,11.11,12.5,0.00
http://statistics.gov.scot/id/statistical-geography/S01008141,Rosebank and Waterside - 01,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01008142,Rosebank and Waterside - 02,"","","","","","","","","","","","",0,0,9.09,7.14,7.69,0.00
http://statistics.gov.scot/id/statistical-geography/S01008143,Rosebank and Waterside - 03,"","","","","","","","","","","","",9.09,11.11,10,16.67,16.67,7.69
http://statistics.gov.scot/id/statistical-geography/S01008144,Rosebank and Waterside - 04,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007103,Rosehearty and Strathbeg - 01,"","","","","","","","","","","","",0,9.09,10,7.69,9.09,11.11
http://statistics.gov.scot/id/statistical-geography/S01007104,Rosehearty and Strathbeg - 02,"","","","","","","","","","","","",0,0,0,0,100,100
http://statistics.gov.scot/id/statistical-geography/S01007105,Rosehearty and Strathbeg - 03,"","","","","","","","","","","","",25,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007106,Rosehearty and Strathbeg - 04,"","","","","","","","","","","","",9.09,10,11.11,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007107,Rosehearty and Strathbeg - 05,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007108,Rosehearty and Strathbeg - 06,"","","","","","","","","","","","",22.22,0,0,0,0,6.67
http://statistics.gov.scot/id/statistical-geography/S01007109,Rosehearty and Strathbeg - 07,"","","","","","","","","","","","",37.5,22.22,10,25,23.08,33.33
http://statistics.gov.scot/id/statistical-geography/S01007110,Rosehearty and Strathbeg - 08,"","","","","","","","","","","","",8.33,8.33,0,11.11,20,27.27
http://statistics.gov.scot/id/statistical-geography/S01007111,Rosehearty and Strathbeg - 09,"","","","","","","","","","","","",33.33,25,14.29,0,0,25
http://statistics.gov.scot/id/statistical-geography/S01006564,Rosemount - 01,"","","","","","","","","","","","",7.14,8,5.88,0,12.5,15.38
http://statistics.gov.scot/id/statistical-geography/S01006565,Rosemount - 02,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01006566,Rosemount - 03,"","","","","","","","","","","","",4.76,4,0,0,8.33,0.00
http://statistics.gov.scot/id/statistical-geography/S01006567,Rosemount - 04,"","","","","","","","","","","","",0,7.14,12.5,12.5,12.5,0.00
http://statistics.gov.scot/id/statistical-geography/S01006568,Rosemount - 05,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01006569,Rosemount - 06,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01006570,Rosemount - 07,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010957,Roslin and Bilston - 01,"","","","","","","","","","","","",33.33,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010958,Roslin and Bilston - 02,"","","","","","","","","","","","",33.33,33.33,20,20,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010959,Roslin and Bilston - 03,"","","","","","","","","","","","",12.5,11.11,12.5,11.11,11.11,0.00
http://statistics.gov.scot/id/statistical-geography/S01010960,Roslin and Bilston - 04,"","","","","","","","","","","","",14.29,25,20,16.67,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010961,Roslin and Bilston - 05,"","","","","","","","","","","","",25,40,50,33.33,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010695,Ross and Cromarty Central - 01,"","","","","","","","","","","","",16.67,16.67,16.67,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010696,Ross and Cromarty Central - 02,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010697,Ross and Cromarty Central - 03,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010698,Ross and Cromarty Central - 04,"","","","","","","","","","","","",16.67,7.69,8.33,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010699,Ross and Cromarty East - 01,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010700,Ross and Cromarty East - 02,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010701,Ross and Cromarty East - 03,"","","","","","","","","","","","",7.69,15.38,10,10,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010702,Ross and Cromarty East - 04,"","","","","","","","","","","","",0,0,0,16.67,9.09,9.09
http://statistics.gov.scot/id/statistical-geography/S01010690,Ross and Cromarty North West - 01,"","","","","","","","","","","","",12.5,12.5,11.11,20,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010691,Ross and Cromarty North West - 02,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010692,Ross and Cromarty North West - 03,"","","","","","","","","","","","",0,12.5,11.11,16.67,25,25
http://statistics.gov.scot/id/statistical-geography/S01010693,Ross and Cromarty North West - 04,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010694,Ross and Cromarty North West - 05,"","","","","","","","","","","","",0,0,33.33,50,100,0.00
http://statistics.gov.scot/id/statistical-geography/S01010686,Ross and Cromarty South West - 01,"","","","","","","","","","","","",0,0,0,33.33,33.33,50
http://statistics.gov.scot/id/statistical-geography/S01010687,Ross and Cromarty South West - 02,"","","","","","","","","","","","",0,0,0,20,12.5,16.67
http://statistics.gov.scot/id/statistical-geography/S01010688,Ross and Cromarty South West - 03,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010689,Ross and Cromarty South West - 04,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01009363,Rosyth Camdean,"","","","","","","","","","","","",20,16.67,33.33,27.27,33.33,13.33
http://statistics.gov.scot/id/statistical-geography/S01009377,Rosyth Dockyard and Castle,"","","","","","","","","","","","",20,13.33,15,17.39,15.79,10
http://statistics.gov.scot/id/statistical-geography/S01009369,Rosyth Kings East,"","","","","","","","","","","","",16.67,20,28.57,14.29,11.11,0.00
http://statistics.gov.scot/id/statistical-geography/S01009366,Rosyth Kings North,"","","","","","","","","","","","",10,9.09,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01009373,Rosyth Kings South,"","","","","","","","","","","","",20,15,13.33,14.29,16.67,7.69
http://statistics.gov.scot/id/statistical-geography/S01009378,Rosyth Pease Hill East,"","","","","","","","","","","","",11.76,13.64,11.11,17.65,8.33,9.09
http://statistics.gov.scot/id/statistical-geography/S01009379,Rosyth Pease Hill North,"","","","","","","","","","","","",17.39,19.05,10.53,5.56,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01009380,Rosyth Pease Hill South,"","","","","","","","","","","","",8.33,8.33,0,0,14.29,25
http://statistics.gov.scot/id/statistical-geography/S01009368,Rosyth Wilderness East,"","","","","","","","","","","","",16.67,0,0,0,40,40
http://statistics.gov.scot/id/statistical-geography/S01009370,Rosyth Wilderness North,"","","","","","","","","","","","",27.27,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007344,Rothesay Town - 01,"","","","","","","","","","","","",0,0,0,0,50,25
http://statistics.gov.scot/id/statistical-geography/S01007345,Rothesay Town - 02,"","","","","","","","","","","","",10,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007346,Rothesay Town - 03,"","","","","","","","","","","","",18.18,12.5,0,16.67,25,20
http://statistics.gov.scot/id/statistical-geography/S01007347,Rothesay Town - 04,"","","","","","","","","","","","",21.43,8.33,0,0,8.33,14.29
http://statistics.gov.scot/id/statistical-geography/S01007348,Rothesay Town - 05,"","","","","","","","","","","","",25,25,16.67,12.5,14.29,16.67
http://statistics.gov.scot/id/statistical-geography/S01007349,Rothesay Town - 06,"","","","","","","","","","","","",16.67,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007350,Rothesay Town - 07,"","","","","","","","","","","","",11.11,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01012343,Roxburgh Heiton Eckford Area,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010228,"Roystonhill, Blochairn, and Provanmill - 01","","","","","","","","","","","","",14.29,16,15,13.33,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010229,"Roystonhill, Blochairn, and Provanmill - 02","","","","","","","","","","","","",0,0,8.33,15,17.39,9.09
http://statistics.gov.scot/id/statistical-geography/S01010230,"Roystonhill, Blochairn, and Provanmill - 03","","","","","","","","","","","","",0,4.76,5,5.26,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010231,"Roystonhill, Blochairn, and Provanmill - 04","","","","","","","","","","","","",10,18.75,20,17.65,10.53,8.7
http://statistics.gov.scot/id/statistical-geography/S01010232,"Roystonhill, Blochairn, and Provanmill - 05","","","","","","","","","","","","",14.29,4.76,0,0,22.22,33.33
http://statistics.gov.scot/id/statistical-geography/S01010233,"Roystonhill, Blochairn, and Provanmill - 06","","","","","","","","","","","","",21.05,12.5,0,0,6.25,6.25
http://statistics.gov.scot/id/statistical-geography/S01010315,Ruchill - 01,"","","","","","","","","","","","",10,6.25,0,0,0,8.33
http://statistics.gov.scot/id/statistical-geography/S01010316,Ruchill - 02,"","","","","","","","","","","","",9.09,10,9.09,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010317,Ruchill - 03,"","","","","","","","","","","","",0,0,0,5,5.26,5.88
http://statistics.gov.scot/id/statistical-geography/S01010318,Ruchill - 04,"","","","","","","","","","","","",7.69,4.76,4.35,5.26,0,6.67
http://statistics.gov.scot/id/statistical-geography/S01010319,Ruchill - 05,"","","","","","","","","","","","",0,0,5.56,7.14,7.14,0.00
http://statistics.gov.scot/id/statistical-geography/S01010320,Ruchill - 06,"","","","","","","","","","","","",23.08,12.5,14.29,9.09,6.67,0.00
http://statistics.gov.scot/id/statistical-geography/S01010321,Ruchill - 07,"","","","","","","","","","","","",10.53,0,0,0,0,7.69
http://statistics.gov.scot/id/statistical-geography/S01010322,Ruchill - 08,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011055,Rural Keith and Strathisla - 01,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011056,Rural Keith and Strathisla - 02,"","","","","","","","","","","","",14.29,16.67,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011057,Rural Keith and Strathisla - 03,"","","","","","","","","","","","",0,0,14.29,33.33,40,25
http://statistics.gov.scot/id/statistical-geography/S01011058,Rural Keith and Strathisla - 04,"","","","","","","","","","","","",0,0,25,20,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011059,Rural Keith and Strathisla - 05,"","","","","","","","","","","","",14.29,16.67,20,33.33,25,33.33
http://statistics.gov.scot/id/statistical-geography/S01010930,Rural South Midlothian - 01,"","","","","","","","","","","","",0,20,11.11,11.11,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010931,Rural South Midlothian - 02,"","","","","","","","","","","","",50,14.29,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010932,Rural South Midlothian - 03,"","","","","","","","","","","","",0,33.33,16.67,16.67,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010933,Rural South Midlothian - 04,"","","","","","","","","","","","",0,0,0,16.67,16.67,12.5
http://statistics.gov.scot/id/statistical-geography/S01009273,Saline North,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01009274,Saline South,"","","","","","","","","","","","",20,20,20,16.67,33.33,14.29
http://statistics.gov.scot/id/statistical-geography/S01011237,Saltcoats Central - 01,"","","","","","","","","","","","",33.33,27.27,25,12.5,20,20
http://statistics.gov.scot/id/statistical-geography/S01011238,Saltcoats Central - 02,"","","","","","","","","","","","",20,26.67,37.5,12.5,0,33.33
http://statistics.gov.scot/id/statistical-geography/S01011239,Saltcoats Central - 03,"","","","","","","","","","","","",30.77,21.43,20,0,11.11,9.09
http://statistics.gov.scot/id/statistical-geography/S01011240,Saltcoats Central - 04,"","","","","","","","","","","","",12.5,7.14,22.22,33.33,40,16.67
http://statistics.gov.scot/id/statistical-geography/S01011241,Saltcoats Central - 05,"","","","","","","","","","","","",31.25,25,18.75,25,25,26.67
http://statistics.gov.scot/id/statistical-geography/S01011261,Saltcoats North East - 01,"","","","","","","","","","","","",0,25,42.86,33.33,14.29,0.00
http://statistics.gov.scot/id/statistical-geography/S01011262,Saltcoats North East - 02,"","","","","","","","","","","","",0,0,0,0,25,25
http://statistics.gov.scot/id/statistical-geography/S01011263,Saltcoats North East - 03,"","","","","","","","","","","","",10.71,5,4.17,4,4.17,8.33
http://statistics.gov.scot/id/statistical-geography/S01011264,Saltcoats North East - 04,"","","","","","","","","","","","",20,10,16.67,25,28.57,40
http://statistics.gov.scot/id/statistical-geography/S01011265,Saltcoats North East - 05,"","","","","","","","","","","","",15.79,8.33,8.33,0,14.29,22.22
http://statistics.gov.scot/id/statistical-geography/S01011266,Saltcoats North East - 06,"","","","","","","","","","","","",12.5,22.22,25,20,14.29,12.5
http://statistics.gov.scot/id/statistical-geography/S01011255,Saltcoats North West - 01,"","","","","","","","","","","","",0,0,10,10,12.5,0.00
http://statistics.gov.scot/id/statistical-geography/S01011256,Saltcoats North West - 02,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011257,Saltcoats North West - 03,"","","","","","","","","","","","",0,"",0,0,0,""
http://statistics.gov.scot/id/statistical-geography/S01011258,Saltcoats North West - 04,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011259,Saltcoats North West - 05,"","","","","","","","","","","","",100,50,40,40,20,0.00
http://statistics.gov.scot/id/statistical-geography/S01011260,Saltcoats North West - 06,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007454,Sauchie - 01,"","","","","","","","","","","","",60,50,30,8.33,9.09,14.29
http://statistics.gov.scot/id/statistical-geography/S01007455,Sauchie - 02,"","","","","","","","","","","","",12.5,18.18,26.32,22.22,13.33,6.25
http://statistics.gov.scot/id/statistical-geography/S01007456,Sauchie - 03,"","","","","","","","","","","","",11.43,10,20,11.11,12.5,4.76
http://statistics.gov.scot/id/statistical-geography/S01007457,Sauchie - 04,"","","","","","","","","","","","",6.25,7.69,9.09,12.5,11.76,6.25
http://statistics.gov.scot/id/statistical-geography/S01007458,Sauchie - 05,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007459,Sauchie - 06,"","","","","","","","","","","","",0,0,0,0,10,14.29
http://statistics.gov.scot/id/statistical-geography/S01007460,Sauchie - 07,"","","","","","","","","","","","",7.14,0,20,36.36,45.45,44.44
http://statistics.gov.scot/id/statistical-geography/S01011949,Scone - 01,"","","","","","","","","","","","",20,0,0,0,0,50
http://statistics.gov.scot/id/statistical-geography/S01011950,Scone - 02,"","","","","","","","","","","","",20,20,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011951,Scone - 03,"","","","","","","","","","","","",12.5,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011952,Scone - 04,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011953,Scone - 05,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011954,Scone - 06,"","","","","","","","","","","","",0,40,50,75,20,0.00
http://statistics.gov.scot/id/statistical-geography/S01011955,Scone - 07,"","","","","","","","","","","","",0,0,9.09,10,16.67,0.00
http://statistics.gov.scot/id/statistical-geography/S01009640,Scoonie South,"","","","","","","","","","","","",11.11,0,11.11,11.11,20,11.11
http://statistics.gov.scot/id/statistical-geography/S01010427,Scotstoun North and East - 01,"","","","","","","","","","","","",27.78,21.43,11.11,9.09,7.69,0.00
http://statistics.gov.scot/id/statistical-geography/S01010428,Scotstoun North and East - 02,"","","","","","","","","","","","",9.09,11.11,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010429,Scotstoun North and East - 03,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010430,Scotstoun North and East - 04,"","","","","","","","","","","","",0,6.67,5,9.09,4.76,6.67
http://statistics.gov.scot/id/statistical-geography/S01010431,Scotstoun North and East - 05,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010432,Scotstoun South and West - 01,"","","","","","","","","","","","",8.33,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010433,Scotstoun South and West - 02,"","","","","","","","","","","","",7.69,12.5,20,75,57.14,66.67
http://statistics.gov.scot/id/statistical-geography/S01010434,Scotstoun South and West - 03,"","","","","","","","","","","","",16.67,7.69,7.69,20,30.77,28.57
http://statistics.gov.scot/id/statistical-geography/S01010435,Scotstoun South and West - 04,"","","","","","","","","","","","",16.67,0,0,10,7.69,8.33
http://statistics.gov.scot/id/statistical-geography/S01010436,Scotstoun South and West - 05,"","","","","","","","","","","","",15.79,6.25,12.5,0,9.09,6.25
http://statistics.gov.scot/id/statistical-geography/S01010746,Seaboard - 01,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010747,Seaboard - 02,"","","","","","","","","","","","",22.22,22.22,0,0,11.11,16.67
http://statistics.gov.scot/id/statistical-geography/S01010748,Seaboard - 03,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010749,Seaboard - 04,"","","","","","","","","","","","",37.5,28.57,28.57,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010750,Seaboard - 05,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01010751,Seaboard - 06,"","","","","","","","","","","","",35.71,33.33,21.43,15.38,16.67,11.11
http://statistics.gov.scot/id/statistical-geography/S01011739,Seafar - 01,"","","","","","","","","","","","",0,14.29,12.5,33.33,18.18,20
http://statistics.gov.scot/id/statistical-geography/S01011740,Seafar - 02,"","","","","","","","","","","","",25,44.44,37.5,16.67,28.57,25
http://statistics.gov.scot/id/statistical-geography/S01011741,Seafar - 03,"","","","","","","","","","","","",25,0,11.11,22.22,28.57,20
http://statistics.gov.scot/id/statistical-geography/S01011742,Seafar - 04,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011743,Seafar - 05,"","","","","","","","","","","","",4.55,5.56,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01013354,Seafield - 01,"","","","","","","","","","","","",0,25,16.67,16.67,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01013355,Seafield - 02,"","","","","","","","","","","","",40,25,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01013356,Seafield - 03,"","","","","","","","","","","","",33.33,10,0,20,33.33,33.33
http://statistics.gov.scot/id/statistical-geography/S01009475,Seafield Central,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01009476,Seafield South and Landward,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01006666,Seaton - 01,"","","","","","","","","","","","",25,23.53,11.11,12.5,5.26,0.00
http://statistics.gov.scot/id/statistical-geography/S01006667,Seaton - 02,"","","","","","","","","","","","",6.67,0,0,0,14.29,15.79
http://statistics.gov.scot/id/statistical-geography/S01006668,Seaton - 03,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01006669,Seaton - 04,"","","","","","","","","","","","",4.55,5.88,0,0,0,16.67
http://statistics.gov.scot/id/statistical-geography/S01006670,Seaton - 05,"","","","","","","","","","","","",14.29,9.09,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01012386,Selkirk - Bannerfield,"","","","","","","","","","","","",5.56,11.11,5.88,13.04,11.11,18.75
http://statistics.gov.scot/id/statistical-geography/S01012384,Selkirk - Dunsdale,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01012385,Selkirk - Heatherlie,"","","","","","","","","","","","",11.11,12.5,28.57,16.67,25,0.00
http://statistics.gov.scot/id/statistical-geography/S01012382,Selkirk - Hillside Terrace,"","","","","","","","","","","","",0,0,14.29,16.67,14.29,9.09
http://statistics.gov.scot/id/statistical-geography/S01012380,Selkirk - Shawburn,"","","","","","","","","","","","",9.09,12.5,16.67,"",0,12.5
http://statistics.gov.scot/id/statistical-geography/S01012383,Selkirk - Shawpark,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01012381,Selkirk - Town Centre,"","","","","","","","","","","","",4.76,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01008502,Shandon - 01,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01008503,Shandon - 02,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01008504,Shandon - 03,"","","","","","","","","","","","",0,0,0,3.7,4.35,3.7
http://statistics.gov.scot/id/statistical-geography/S01008505,Shandon - 04,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01008506,Shandon - 05,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01008507,Shandon - 06,"","","","","","","","","","","","",0,0,10,6.67,5.88,0.00
http://statistics.gov.scot/id/statistical-geography/S01011000,Shawfair - 01,"","","","","","","","","","","","",25,16.67,14.29,8.33,11.11,3.7
http://statistics.gov.scot/id/statistical-geography/S01011001,Shawfair - 02,"","","","","","","","","","","","",0,33.33,22.22,16.67,11.11,0.00
http://statistics.gov.scot/id/statistical-geography/S01011002,Shawfair - 03,"","","","","","","","","","","","",16.67,0,0,16.67,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011003,Shawfair - 04,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011004,Shawfair - 05,"","","","","","","","","","","","",0,0,20,16.67,20,0.00
http://statistics.gov.scot/id/statistical-geography/S01012860,Shawfield and Clincarthill - 01,"","","","","","","","","","","","",9.09,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01012861,Shawfield and Clincarthill - 02,"","","","","","","","","","","","",0,0,0,8.33,7.14,10
http://statistics.gov.scot/id/statistical-geography/S01012862,Shawfield and Clincarthill - 03,"","","","","","","","","","","","",9.09,0,0,16.67,16.67,16.67
http://statistics.gov.scot/id/statistical-geography/S01012863,Shawfield and Clincarthill - 04,"","","","","","","","","","","","",7.69,6.67,9.09,9.09,8.33,7.69
http://statistics.gov.scot/id/statistical-geography/S01012864,Shawfield and Clincarthill - 05,"","","","","","","","","","","","",28.57,13.33,5.88,0,6.67,9.09
http://statistics.gov.scot/id/statistical-geography/S01007570,Shawhead - 01,"","","","","","","","","","","","",12.5,16.67,0,0,16.67,25
http://statistics.gov.scot/id/statistical-geography/S01007571,Shawhead - 02,"","","","","","","","","","","","",0,0,0,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01007572,Shawhead - 03,"","","","","","","","","","","","",0,0,0,6.67,6.25,13.33
http://statistics.gov.scot/id/statistical-geography/S01007573,Shawhead - 04,"","","","","","","","","","","","",0,0,0,4.55,3.7,5.56
http://statistics.gov.scot/id/statistical-geography/S01011602,Shawhead and Whifflet - 01,"","","","","","","","","","","","",20,30,18.75,10,4.35,9.52
http://statistics.gov.scot/id/statistical-geography/S01011603,Shawhead and Whifflet - 02,"","","","","","","","","","","","",9.09,0,9.09,11.11,12.5,0.00
http://statistics.gov.scot/id/statistical-geography/S01011604,Shawhead and Whifflet - 03,"","","","","","","","","","","","",27.27,14.29,10,0,0,0.00
http://statistics.gov.scot/id/statistical-geography/S01011605,Shawhead and Whifflet - 04,"","","","","","","","","","","","",0,13.33,17.65,17.65,9.09,9.09
